"동별","연령별","시점","계","한국인","등록외국인",
"가산동","35~39세","2024 년","2554","2317","237",
"가산동","35~39세","2025 년","2763","2533","230",
"가산동","40~44세","2024 년","1866","1651","215",
"가산동","40~44세","2025 년","1908","1685","223",
"가산동","45~49세","2024 년","1401","1172","229",
"가산동","45~49세","2025 년","1432","1216","216",
"가산동","50~54세","2024 년","1704","1361","343",
"가산동","50~54세","2025 년","1578","1270","308",
"가산동","55~59세","2024 년","1727","1316","411",
"가산동","55~59세","2025 년","1765","1366","399",
"가산동","60~64세","2024 년","1621","1428","193",
"가산동","60~64세","2025 년","1587","1378","209",
"가산동","65~69세","2024 년","1259","1172","87",
"가산동","65~69세","2025 년","1342","1228","114",
"가산동","70~74세","2024 년","774","749","25",
"가산동","70~74세","2025 년","838","807","31",
"가산동","75~79세","2024 년","599","585","14",
"가산동","75~79세","2025 년","642","626","16",
"가산동","80~84세","2024 년","350","347","3",
"가산동","80~84세","2025 년","363","359","4",
"가산동","85~89세","2024 년","161","159","2",
"가산동","85~89세","2025 년","199","196","3",
"가산동","90~94세","2024 년","55","51","4",
"가산동","90~94세","2025 년","56","52","4",
"가산동","95~99세","2024 년","12","11","1",
"가산동","95~99세","2025 년","10","10","-",
"가산동","100세 이상","2024 년","5","5","-",
"가산동","100세 이상","2025 년","5","4","1",
"독산1동","합계","2024 년","49008","47155","1853",
"독산1동","합계","2025 년","49582","47506","2076",
"독산1동","0~4세","2024 년","1472","1415","57",
"독산1동","0~4세","2025 년","1411","1368","43",
"독산1동","5~9세","2024 년","1377","1327","50",
"독산1동","5~9세","2025 년","1249","1199","50",
"독산1동","10~14세","2024 년","1290","1259","31",
"독산1동","10~14세","2025 년","1310","1278","32",
"독산1동","15~19세","2024 년","1115","1076","39",
"독산1동","15~19세","2025 년","1152","1110","42",
"독산1동","20~24세","2024 년","2454","2357","97",
"독산1동","20~24세","2025 년","2245","2089","156",
"독산1동","25~29세","2024 년","6169","6004","165",
"독산1동","25~29세","2025 년","6253","6020","233",
"독산1동","30~34세","2024 년","6657","6446","211",
"독산1동","30~34세","2025 년","7070","6840","230",
"독산1동","35~39세","2024 년","4493","4274","219",
"독산1동","35~39세","2025 년","4708","4469","239",
"독산1동","40~44세","2024 년","3867","3695","172",
"독산1동","40~44세","2025 년","3791","3599","192",
"독산1동","45~49세","2024 년","2989","2845","144",
"독산1동","45~49세","2025 년","3107","2954","153",
"독산1동","50~54세","2024 년","3391","3186","205",
"독산1동","50~54세","2025 년","3242","3032","210",
"독산1동","55~59세","2024 년","3341","3118","223",
"독산1동","55~59세","2025 년","3293","3062","231",
"독산1동","60~64세","2024 년","3380","3238","142",
"독산1동","60~64세","2025 년","3258","3116","142",
"독산1동","65~69세","2024 년","2602","2549","53",
"독산1동","65~69세","2025 년","2819","2744","75",
"독산1동","70~74세","2024 년","1684","1655","29",
"독산1동","70~74세","2025 년","1822","1791","31",
"독산1동","75~79세","2024 년","1262","1254","8",
"독산1동","75~79세","2025 년","1306","1297","9",
"독산1동","80~84세","2024 년","894","890","4",
"독산1동","80~84세","2025 년","932","928","4",
"독산1동","85~89세","2024 년","412","410","2",
"독산1동","85~89세","2025 년","427","426","1",
"독산1동","90~94세","2024 년","130","129","1",
"독산1동","90~94세","2025 년","150","149","1",
"독산1동","95~99세","2024 년","25","25","-",
"독산1동","95~99세","2025 년","33","32","1",
"독산1동","100세 이상","2024 년","4","3","1",
"독산1동","100세 이상","2025 년","4","3","1",
"독산2동","합계","2024 년","18793","17489","1304",
"독산2동","합계","2025 년","18494","17115","1379",
"독산2동","0~4세","2024 년","285","246","39",
"독산2동","0~4세","2025 년","246","214","32",
"독산2동","5~9세","2024 년","425","376","49",
"독산2동","5~9세","2025 년","386","332","54",
"독산2동","10~14세","2024 년","466","438","28",
"독산2동","10~14세","2025 년","445","413","32",
"독산2동","15~19세","2024 년","541","523","18",
"독산2동","15~19세","2025 년","512","485","27",
"독산2동","20~24세","2024 년","783","757","26",
"독산2동","20~24세","2025 년","707","670","37",
"독산2동","25~29세","2024 년","1495","1444","51",
"독산2동","25~29세","2025 년","1332","1273","59",
"독산2동","30~34세","2024 년","1534","1457","77",
"독산2동","30~34세","2025 년","1647","1560","87",
"독산2동","35~39세","2024 년","1159","1023","136",
"독산2동","35~39세","2025 년","1164","1016","148",
"독산2동","40~44세","2024 년","1158","1030","128",
"독산2동","40~44세","2025 년","1127","1000","127",
"독산2동","45~49세","2024 년","1181","1041","140",
"독산2동","45~49세","2025 년","1134","1008","126",
"독산2동","50~54세","2024 년","1645","1455","190",
"독산2동","50~54세","2025 년","1525","1333","192",
"독산2동","55~59세","2024 년","2022","1805","217",
"독산2동","55~59세","2025 년","1979","1750","229",
"독산2동","60~64세","2024 년","1940","1814","126",
"독산2동","60~64세","2025 년","1884","1752","132",
"독산2동","65~69세","2024 년","1570","1523","47",
"독산2동","65~69세","2025 년","1671","1612","59",
"독산2동","70~74세","2024 년","1065","1046","19",
"독산2동","70~74세","2025 년","1144","1122","22",
"독산2동","75~79세","2024 년","733","725","8",
"독산2동","75~79세","2025 년","769","760","9",
"독산2동","80~84세","2024 년","468","467","1",
"독산2동","80~84세","2025 년","495","492","3",
"독산2동","85~89세","2024 년","229","227","2",
"독산2동","85~89세","2025 년","224","223","1",
"독산2동","90~94세","2024 년","73","72","1",
"독산2동","90~94세","2025 년","81","79","2",
"독산2동","95~99세","2024 년","15","15","-",
"독산2동","95~99세","2025 년","17","17","-",
"독산2동","100세 이상","2024 년","6","5","1",
"독산2동","100세 이상","2025 년","5","4","1",
"독산3동","합계","2024 년","26288","22986","3302",
"독산3동","합계","2025 년","26033","22673","3360",
"독산3동","0~4세","2024 년","386","317","69",
"독산3동","0~4세","2025 년","345","290","55",
"독산3동","5~9세","2024 년","512","389","123",
"독산3동","5~9세","2025 년","435","326","109",
"독산3동","10~14세","2024 년","528","462","66",
"독산3동","10~14세","2025 년","522","451","71",
"독산3동","15~19세","2024 년","635","582","53",
"독산3동","15~19세","2025 년","632","564","68",
"독산3동","20~24세","2024 년","1081","1013","68",
"독산3동","20~24세","2025 년","1023","934","89",
"독산3동","25~29세","2024 년","2316","2208","108",
"독산3동","25~29세","2025 년","2143","2031","112",
"독산3동","30~34세","2024 년","2402","2222","180",
"독산3동","30~34세","2025 년","2402","2265","137",
"독산3동","35~39세","2024 년","1796","1472","324",
"독산3동","35~39세","2025 년","1835","1502","333",
"독산3동","40~44세","2024 년","1617","1323","294",
"독산3동","40~44세","2025 년","1619","1295","324",
"독산3동","45~49세","2024 년","1612","1302","310",
"독산3동","45~49세","2025 년","1580","1266","314",
"독산3동","50~54세","2024 년","2355","1863","492",
"독산3동","50~54세","2025 년","2166","1693","473",
"독산3동","55~59세","2024 년","2730","2142","588",
"독산3동","55~59세","2025 년","2685","2121","564",
"독산3동","60~64세","2024 년","2729","2344","385",
"독산3동","60~64세","2025 년","2648","2219","429",
"독산3동","65~69세","2024 년","2140","1996","144",
"독산3동","65~69세","2025 년","2303","2137","166",
"독산3동","70~74세","2024 년","1387","1317","70",
"독산3동","70~74세","2025 년","1484","1406","78",
"독산3동","75~79세","2024 년","940","928","12",
"독산3동","75~79세","2025 년","1019","998","21",
"독산3동","80~84세","2024 년","661","653","8",
"독산3동","80~84세","2025 년","670","665","5",
"독산3동","85~89세","2024 년","323","320","3",
"독산3동","85~89세","2025 년","363","356","7",
"독산3동","90~94세","2024 년","105","102","3",
"독산3동","90~94세","2025 년","118","115","3",
"독산3동","95~99세","2024 년","29","28","1",
"독산3동","95~99세","2025 년","38","37","1",
"독산3동","100세 이상","2024 년","4","3","1",
"독산3동","100세 이상","2025 년","3","2","1",
"독산4동","합계","2024 년","15840","14153","1687",
"독산4동","합계","2025 년","15474","13822","1652",
"독산4동","0~4세","2024 년","231","180","51",
"독산4동","0~4세","2025 년","196","156","40",
"독산4동","5~9세","2024 년","300","233","67",
"독산4동","5~9세","2025 년","292","230","62",
"독산4동","10~14세","2024 년","386","341","45",
"독산4동","10~14세","2025 년","338","300","38",
"독산4동","15~19세","2024 년","450","423","27",
"독산4동","15~19세","2025 년","444","412","32",
"독산4동","20~24세","2024 년","651","614","37",
"독산4동","20~24세","2025 년","591","548","43",
"독산4동","25~29세","2024 년","1150","1090","60",
"독산4동","25~29세","2025 년","1071","1008","63",
"독산4동","30~34세","2024 년","1287","1191","96",
"독산4동","30~34세","2025 년","1217","1142","75",
"독산4동","35~39세","2024 년","964","782","182",
"독산4동","35~39세","2025 년","981","809","172",
"독산4동","40~44세","2024 년","968","808","160",
"독산4동","40~44세","2025 년","909","739","170",
"독산4동","45~49세","2024 년","992","824","168",
"독산4동","45~49세","2025 년","941","783","158",
"독산4동","50~54세","2024 년","1431","1195","236",
"독산4동","50~54세","2025 년","1305","1093","212",
"독산4동","55~59세","2024 년","1846","1546","300",
"독산4동","55~59세","2025 년","1816","1522","294",
"독산4동","60~64세","2024 년","1752","1598","154",
"독산4동","60~64세","2025 년","1749","1573","176",
"독산4동","65~69세","2024 년","1311","1249","62",
"독산4동","65~69세","2025 년","1370","1296","74",
"독산4동","70~74세","2024 년","880","853","27",
"독산4동","70~74세","2025 년","924","898","26",
"독산4동","75~79세","2024 년","638","625","13",
"독산4동","75~79세","2025 년","679","665","14",
"독산4동","80~84세","2024 년","395","393","2",
"독산4동","80~84세","2025 년","417","414","3",
"독산4동","85~89세","2024 년","152","152","-",
"독산4동","85~89세","2025 년","172","172","-",
"독산4동","90~94세","2024 년","45","45","-",
"독산4동","90~94세","2025 년","54","54","-",
"독산4동","95~99세","2024 년","11","11","-",
"독산4동","95~99세","2025 년","8","8","-",
"독산4동","100세 이상","2024 년","-","-","-",
"독산4동","100세 이상","2025 년","-","-","-",
"시흥1동","합계","2024 년","33414","31714","1700",
"시흥1동","합계","2025 년","32971","31290","1681",
"시흥1동","0~4세","2024 년","573","528","45",
"시흥1동","0~4세","2025 년","561","529","32",
"시흥1동","5~9세","2024 년","784","727","57",
"시흥1동","5~9세","2025 년","683","628","55",
"시흥1동","10~14세","2024 년","952","917","35",
"시흥1동","10~14세","2025 년","905","863","42",
"시흥1동","15~19세","2024 년","1069","1051","18",
"시흥1동","15~19세","2025 년","1085","1062","23",
"시흥1동","20~24세","2024 년","1506","1461","45",
"시흥1동","20~24세","2025 년","1370","1331","39",
"시흥1동","25~29세","2024 년","2715","2642","73",
"시흥1동","25~29세","2025 년","2616","2544","72",
"시흥1동","30~34세","2024 년","2870","2763","107",
"시흥1동","30~34세","2025 년","2936","2827","109",
"시흥1동","35~39세","2024 년","2282","2116","166",
"시흥1동","35~39세","2025 년","2214","2042","172",
"시흥1동","40~44세","2024 년","2235","2058","177",
"시흥1동","40~44세","2025 년","2139","1972","167",
"시흥1동","45~49세","2024 년","2251","2103","148",
"시흥1동","45~49세","2025 년","2224","2059","165",
"시흥1동","50~54세","2024 년","2860","2632","228",
"시흥1동","50~54세","2025 년","2668","2472","196",
"시흥1동","55~59세","2024 년","3025","2724","301",
"시흥1동","55~59세","2025 년","3001","2750","251",
"시흥1동","60~64세","2024 년","3051","2887","164",
"시흥1동","60~64세","2025 년","3007","2816","191",
"시흥1동","65~69세","2024 년","2564","2465","99",
"시흥1동","65~69세","2025 년","2604","2494","110",
"시흥1동","70~74세","2024 년","1717","1687","30",
"시흥1동","70~74세","2025 년","1873","1824","49",
"시흥1동","75~79세","2024 년","1363","1358","5",
"시흥1동","75~79세","2025 년","1408","1403","5",
"시흥1동","80~84세","2024 년","937","937","-",
"시흥1동","80~84세","2025 년","981","980","1",
"시흥1동","85~89세","2024 년","455","454","1",
"시흥1동","85~89세","2025 년","473","472","1",
"시흥1동","90~94세","2024 년","171","170","1",
"시흥1동","90~94세","2025 년","186","185","1",
"시흥1동","95~99세","2024 년","28","28","-",
"시흥1동","95~99세","2025 년","31","31","-",
"시흥1동","100세 이상","2024 년","6","6","-",
"시흥1동","100세 이상","2025 년","6","6","-",
"시흥2동","합계","2024 년","20334","20221","113",
"시흥2동","합계","2025 년","20034","19912","122",
"시흥2동","0~4세","2024 년","461","460","1",
"시흥2동","0~4세","2025 년","421","420","1",
"시흥2동","5~9세","2024 년","667","667","-",
"시흥2동","5~9세","2025 년","598","597","1",
"시흥2동","10~14세","2024 년","920","917","3",
"시흥2동","10~14세","2025 년","861","857","4",
"시흥2동","15~19세","2024 년","982","975","7",
"시흥2동","15~19세","2025 년","1004","1001","3",
"시흥2동","20~24세","2024 년","989","988","1",
"시흥2동","20~24세","2025 년","900","897","3",
"시흥2동","25~29세","2024 년","1037","1028","9",
"시흥2동","25~29세","2025 년","1032","1024","8",
