"동별","연령별","시점","계","한국인","등록외국인",
"구로4동","20~24세","2025 년","768","672","96",
"구로4동","25~29세","2024 년","1540","1456","84",
"구로4동","25~29세","2025 년","1487","1392","95",
"구로4동","30~34세","2024 년","1784","1608","176",
"구로4동","30~34세","2025 년","1681","1532","149",
"구로4동","35~39세","2024 년","1553","1158","395",
"구로4동","35~39세","2025 년","1521","1164","357",
"구로4동","40~44세","2024 년","1473","1112","361",
"구로4동","40~44세","2025 년","1515","1062","453",
"구로4동","45~49세","2024 년","1515","1116","399",
"구로4동","45~49세","2025 년","1509","1077","432",
"구로4동","50~54세","2024 년","2047","1481","566",
"구로4동","50~54세","2025 년","1904","1379","525",
"구로4동","55~59세","2024 년","2222","1519","703",
"구로4동","55~59세","2025 년","2223","1486","737",
"구로4동","60~64세","2024 년","2142","1680","462",
"구로4동","60~64세","2025 년","2090","1630","460",
"구로4동","65~69세","2024 년","1735","1495","240",
"구로4동","65~69세","2025 년","1856","1558","298",
"구로4동","70~74세","2024 년","1298","1218","80",
"구로4동","70~74세","2025 년","1332","1229","103",
"구로4동","75~79세","2024 년","992","981","11",
"구로4동","75~79세","2025 년","1048","1028","20",
"구로4동","80~84세","2024 년","719","712","7",
"구로4동","80~84세","2025 년","738","731","7",
"구로4동","85~89세","2024 년","399","396","3",
"구로4동","85~89세","2025 년","421","417","4",
"구로4동","90~94세","2024 년","91","90","1",
"구로4동","90~94세","2025 년","120","119","1",
"구로4동","95~99세","2024 년","17","16","1",
"구로4동","95~99세","2025 년","18","17","1",
"구로4동","100세 이상","2024 년","3","3","-",
"구로4동","100세 이상","2025 년","3","3","-",
"구로5동","합계","2024 년","31697","28993","2704",
"구로5동","합계","2025 년","31341","28571","2770",
"구로5동","0~4세","2024 년","802","754","48",
"구로5동","0~4세","2025 년","799","754","45",
"구로5동","5~9세","2024 년","797","702","95",
"구로5동","5~9세","2025 년","709","632","77",
"구로5동","10~14세","2024 년","658","610","48",
"구로5동","10~14세","2025 년","636","581","55",
"구로5동","15~19세","2024 년","793","723","70",
"구로5동","15~19세","2025 년","777","692","85",
"구로5동","20~24세","2024 년","1620","1506","114",
"구로5동","20~24세","2025 년","1439","1285","154",
"구로5동","25~29세","2024 년","3379","3210","169",
"구로5동","25~29세","2025 년","3245","3073","172",
"구로5동","30~34세","2024 년","3501","3332","169",
"구로5동","30~34세","2025 년","3559","3391","168",
"구로5동","35~39세","2024 년","2743","2465","278",
"구로5동","35~39세","2025 년","2734","2473","261",
"구로5동","40~44세","2024 년","2379","2122","257",
"구로5동","40~44세","2025 년","2325","2058","267",
"구로5동","45~49세","2024 년","1915","1692","223",
"구로5동","45~49세","2025 년","1920","1690","230",
"구로5동","50~54세","2024 년","2522","2168","354",
"구로5동","50~54세","2025 년","2307","2010","297",
"구로5동","55~59세","2024 년","2525","2142","383",
"구로5동","55~59세","2025 년","2536","2130","406",
"구로5동","60~64세","2024 년","2438","2176","262",
"구로5동","60~64세","2025 년","2375","2083","292",
"구로5동","65~69세","2024 년","1970","1814","156",
"구로5동","65~69세","2025 년","2084","1927","157",
"구로5동","70~74세","2024 년","1371","1321","50",
"구로5동","70~74세","2025 년","1485","1410","75",
"구로5동","75~79세","2024 년","1098","1083","15",
"구로5동","75~79세","2025 년","1157","1143","14",
"구로5동","80~84세","2024 년","704","697","7",
"구로5동","80~84세","2025 년","732","723","9",
"구로5동","85~89세","2024 년","342","341","1",
"구로5동","85~89세","2025 년","372","371","1",
"구로5동","90~94세","2024 년","106","104","2",
"구로5동","90~94세","2025 년","117","116","1",
"구로5동","95~99세","2024 년","32","29","3",
"구로5동","95~99세","2025 년","27","24","3",
"구로5동","100세 이상","2024 년","2","2","-",
"구로5동","100세 이상","2025 년","6","5","1",
"가리봉동","합계","2024 년","12450","8737","3713",
"가리봉동","합계","2025 년","12521","8739","3782",
"가리봉동","0~4세","2024 년","130","76","54",
"가리봉동","0~4세","2025 년","131","79","52",
"가리봉동","5~9세","2024 년","184","92","92",
"가리봉동","5~9세","2025 년","170","78","92",
"가리봉동","10~14세","2024 년","156","103","53",
"가리봉동","10~14세","2025 년","158","107","51",
"가리봉동","15~19세","2024 년","170","123","47",
"가리봉동","15~19세","2025 년","181","129","52",
"가리봉동","20~24세","2024 년","445","363","82",
"가리봉동","20~24세","2025 년","437","340","97",
"가리봉동","25~29세","2024 년","1282","1177","105",
"가리봉동","25~29세","2025 년","1228","1103","125",
"가리봉동","30~34세","2024 년","1205","1012","193",
"가리봉동","30~34세","2025 년","1184","1022","162",
"가리봉동","35~39세","2024 년","880","530","350",
"가리봉동","35~39세","2025 년","954","594","360",
"가리봉동","40~44세","2024 년","822","431","391",
"가리봉동","40~44세","2025 년","831","447","384",
"가리봉동","45~49세","2024 년","812","421","391",
"가리봉동","45~49세","2025 년","828","436","392",
"가리봉동","50~54세","2024 년","1254","677","577",
"가리봉동","50~54세","2025 년","1173","625","548",
"가리봉동","55~59세","2024 년","1572","820","752",
"가리봉동","55~59세","2025 년","1542","791","751",
"가리봉동","60~64세","2024 년","1190","832","358",
"가리봉동","60~64세","2025 년","1245","834","411",
"가리봉동","65~69세","2024 년","929","761","168",
"가리봉동","65~69세","2025 년","952","763","189",
"가리봉동","70~74세","2024 년","545","484","61",
"가리봉동","70~74세","2025 년","597","524","73",
"가리봉동","75~79세","2024 년","411","393","18",
"가리봉동","75~79세","2025 년","411","390","21",
"가리봉동","80~84세","2024 년","237","229","8",
"가리봉동","80~84세","2025 년","255","247","8",
"가리봉동","85~89세","2024 년","164","155","9",
"가리봉동","85~89세","2025 년","164","157","7",
"가리봉동","90~94세","2024 년","48","45","3",
"가리봉동","90~94세","2025 년","68","62","6",
"가리봉동","95~99세","2024 년","11","10","1",
"가리봉동","95~99세","2025 년","10","9","1",
"가리봉동","100세 이상","2024 년","3","3","-",
"가리봉동","100세 이상","2025 년","2","2","-",
"고척1동","합계","2024 년","26775","26480","295",
"고척1동","합계","2025 년","26495","26193","302",
"고척1동","0~4세","2024 년","917","906","11",
"고척1동","0~4세","2025 년","994","981","13",
"고척1동","5~9세","2024 년","809","802","7",
"고척1동","5~9세","2025 년","773","769","4",
"고척1동","10~14세","2024 년","832","828","4",
"고척1동","10~14세","2025 년","795","792","3",
"고척1동","15~19세","2024 년","999","993","6",
"고척1동","15~19세","2025 년","962","959","3",
"고척1동","20~24세","2024 년","1425","1395","30",
"고척1동","20~24세","2025 년","1321","1298","23",
"고척1동","25~29세","2024 년","1798","1760","38",
"고척1동","25~29세","2025 년","1702","1664","38",
"고척1동","30~34세","2024 년","2714","2683","31",
"고척1동","30~34세","2025 년","2596","2560","36",
"고척1동","35~39세","2024 년","2471","2439","32",
"고척1동","35~39세","2025 년","2581","2547","34",
"고척1동","40~44세","2024 년","1989","1958","31",
"고척1동","40~44세","2025 년","1962","1933","29",
"고척1동","45~49세","2024 년","1706","1679","27",
"고척1동","45~49세","2025 년","1713","1682","31",
"고척1동","50~54세","2024 년","2094","2073","21",
"고척1동","50~54세","2025 년","1993","1968","25",
"고척1동","55~59세","2024 년","1967","1947","20",
"고척1동","55~59세","2025 년","1903","1887","16",
"고척1동","60~64세","2024 년","1938","1918","20",
"고척1동","60~64세","2025 년","1839","1813","26",
"고척1동","65~69세","2024 년","1822","1813","9",
"고척1동","65~69세","2025 년","1846","1834","12",
"고척1동","70~74세","2024 년","1336","1330","6",
"고척1동","70~74세","2025 년","1452","1445","7",
"고척1동","75~79세","2024 년","936","935","1",
"고척1동","75~79세","2025 년","1010","1009","1",
"고척1동","80~84세","2024 년","616","616","-",
"고척1동","80~84세","2025 년","627","627","-",
"고척1동","85~89세","2024 년","283","283","-",
"고척1동","85~89세","2025 년","300","300","-",
"고척1동","90~94세","2024 년","94","93","1",
"고척1동","90~94세","2025 년","99","98","1",
"고척1동","95~99세","2024 년","25","25","-",
"고척1동","95~99세","2025 년","24","24","-",
"고척1동","100세 이상","2024 년","4","4","-",
"고척1동","100세 이상","2025 년","3","3","-",
"고척2동","합계","2024 년","25885","25420","465",
"고척2동","합계","2025 년","25357","24924","433",
"고척2동","0~4세","2024 년","498","489","9",
"고척2동","0~4세","2025 년","500","491","9",
"고척2동","5~9세","2024 년","720","704","16",
"고척2동","5~9세","2025 년","612","602","10",
"고척2동","10~14세","2024 년","937","928","9",
"고척2동","10~14세","2025 년","894","883","11",
"고척2동","15~19세","2024 년","1024","1017","7",
"고척2동","15~19세","2025 년","1024","1015","9",
"고척2동","20~24세","2024 년","1325","1305","20",
"고척2동","20~24세","2025 년","1175","1154","21",
"고척2동","25~29세","2024 년","1659","1638","21",
"고척2동","25~29세","2025 년","1578","1564","14",
"고척2동","30~34세","2024 년","1700","1667","33",
"고척2동","30~34세","2025 년","1704","1677","27",
"고척2동","35~39세","2024 년","1418","1361","57",
"고척2동","35~39세","2025 년","1432","1380","52",
"고척2동","40~44세","2024 년","1640","1602","38",
"고척2동","40~44세","2025 년","1505","1459","46",
"고척2동","45~49세","2024 년","1826","1772","54",
"고척2동","45~49세","2025 년","1773","1723","50",
"고척2동","50~54세","2024 년","2417","2369","48",
"고척2동","50~54세","2025 년","2213","2171","42",
"고척2동","55~59세","2024 년","2385","2316","69",
"고척2동","55~59세","2025 년","2398","2344","54",
"고척2동","60~64세","2024 년","2277","2229","48",
"고척2동","60~64세","2025 년","2192","2150","42",
"고척2동","65~69세","2024 년","2082","2060","22",
"고척2동","65~69세","2025 년","2149","2118","31",
"고척2동","70~74세","2024 년","1472","1463","9",
"고척2동","70~74세","2025 년","1584","1573","11",
"고척2동","75~79세","2024 년","1144","1141","3",
"고척2동","75~79세","2025 년","1215","1212","3",
"고척2동","80~84세","2024 년","819","818","1",
"고척2동","80~84세","2025 년","843","843","-",
"고척2동","85~89세","2024 년","412","411","1",
"고척2동","85~89세","2025 년","405","404","1",
"고척2동","90~94세","2024 년","100","100","-",
"고척2동","90~94세","2025 년","128","128","-",
"고척2동","95~99세","2024 년","25","25","-",
"고척2동","95~99세","2025 년","29","29","-",
"고척2동","100세 이상","2024 년","5","5","-",
"고척2동","100세 이상","2025 년","4","4","-",
"개봉1동","합계","2024 년","33922","33088","834",
"개봉1동","합계","2025 년","34016","33192","824",
"개봉1동","0~4세","2024 년","1034","1013","21",
"개봉1동","0~4세","2025 년","1060","1036","24",
"개봉1동","5~9세","2024 년","893","872","21",
"개봉1동","5~9세","2025 년","855","836","19",
"개봉1동","10~14세","2024 년","1029","1010","19",
"개봉1동","10~14세","2025 년","1023","1002","21",
"개봉1동","15~19세","2024 년","1144","1073","71",
"개봉1동","15~19세","2025 년","1153","1092","61",
"개봉1동","20~24세","2024 년","1577","1525","52",
"개봉1동","20~24세","2025 년","1442","1383","59",
"개봉1동","25~29세","2024 년","2274","2225","49",
"개봉1동","25~29세","2025 년","2137","2083","54",
"개봉1동","30~34세","2024 년","2792","2721","71",
"개봉1동","30~34세","2025 년","2835","2774","61",
"개봉1동","35~39세","2024 년","2518","2436","82",
"개봉1동","35~39세","2025 년","2607","2527","80",
"개봉1동","40~44세","2024 년","2455","2377","78",
"개봉1동","40~44세","2025 년","2373","2296","77",
"개봉1동","45~49세","2024 년","2202","2148","54",
"개봉1동","45~49세","2025 년","2299","2247","52",
"개봉1동","50~54세","2024 년","2743","2653","90",
"개봉1동","50~54세","2025 년","2587","2501","86",
"개봉1동","55~59세","2024 년","2808","2717","91",
"개봉1동","55~59세","2025 년","2849","2762","87",
"개봉1동","60~64세","2024 년","2947","2886","61",
"개봉1동","60~64세","2025 년","2888","2815","73",
"개봉1동","65~69세","2024 년","2694","2649","45",
"개봉1동","65~69세","2025 년","2736","2699","37",
"개봉1동","70~74세","2024 년","1899","1873","26",
"개봉1동","70~74세","2025 년","2058","2034","24",
"개봉1동","75~79세","2024 년","1409","1407","2",
"개봉1동","75~79세","2025 년","1500","1492","8",
"개봉1동","80~84세","2024 년","914","913","1",
"개봉1동","80~84세","2025 년","961","960","1",
"개봉1동","85~89세","2024 년","410","410","-",
"개봉1동","85~89세","2025 년","468","468","-",
"개봉1동","90~94세","2024 년","141","141","-",
"개봉1동","90~94세","2025 년","140","140","-",
"개봉1동","95~99세","2024 년","32","32","-",
"개봉1동","95~99세","2025 년","41","41","-",
"개봉1동","100세 이상","2024 년","7","7","-",
"개봉1동","100세 이상","2025 년","4","4","-",
"개봉2동","합계","2024 년","29644","29197","447",
"개봉2동","합계","2025 년","29683","29240","443",
"개봉2동","0~4세","2024 년","694","678","16",
"개봉2동","0~4세","2025 년","683","665","18",
"개봉2동","5~9세","2024 년","887","866","21",
"개봉2동","5~9세","2025 년","774","752","22",
"개봉2동","10~14세","2024 년","912","902","10",
"개봉2동","10~14세","2025 년","881","869","12",
"개봉2동","15~19세","2024 년","1039","1033","6",
"개봉2동","15~19세","2025 년","1032","1022","10",
"개봉2동","20~24세","2024 년","1397","1386","11",
"개봉2동","20~24세","2025 년","1330","1320","10",
"개봉2동","25~29세","2024 년","1724","1709","15",
"개봉2동","25~29세","2025 년","1984","1965","19",
"개봉2동","30~34세","2024 년","1953","1906","47",
"개봉2동","30~34세","2025 년","2133","2082","51",
"개봉2동","35~39세","2024 년","1956","1900","56",
"개봉2동","35~39세","2025 년","2008","1947","61",
"개봉2동","40~44세","2024 년","2242","2204","38",
"개봉2동","40~44세","2025 년","2029","1993","36",
"개봉2동","45~49세","2024 년","2031","1998","33",
"개봉2동","45~49세","2025 년","2072","2043","29",
"개봉2동","50~54세","2024 년","2439","2387","52",
"개봉2동","50~54세","2025 년","2289","2250","39",
"개봉2동","55~59세","2024 년","2400","2334","66",
"개봉2동","55~59세","2025 년","2387","2332","55",
"개봉2동","60~64세","2024 년","2501","2456","45",
"개봉2동","60~64세","2025 년","2306","2267","39",
"개봉2동","65~69세","2024 년","2584","2564","20",
"개봉2동","65~69세","2025 년","2574","2548","26",
"개봉2동","70~74세","2024 년","1947","1939","8",
"개봉2동","70~74세","2025 년","2100","2089","11",
"개봉2동","75~79세","2024 년","1492","1489","3",
"개봉2동","75~79세","2025 년","1572","1568","4",
"개봉2동","80~84세","2024 년","901","901","-",
"개봉2동","80~84세","2025 년","927","926","1",
"개봉2동","85~89세","2024 년","397","397","-",
"개봉2동","85~89세","2025 년","439","439","-",
"개봉2동","90~94세","2024 년","119","119","-",
"개봉2동","90~94세","2025 년","140","140","-",
"개봉2동","95~99세","2024 년","26","26","-",
"개봉2동","95~99세","2025 년","21","21","-",
"개봉2동","100세 이상","2024 년","3","3","-",
"개봉2동","100세 이상","2025 년","2","2","-",
"개봉3동","합계","2024 년","19761","19304","457",
"개봉3동","합계","2025 년","19175","18700","475",
"개봉3동","0~4세","2024 년","337","317","20",
"개봉3동","0~4세","2025 년","313","296","17",
"개봉3동","5~9세","2024 년","501","477","24",
"개봉3동","5~9세","2025 년","405","384","21",
"개봉3동","10~14세","2024 년","578","568","10",
"개봉3동","10~14세","2025 년","563","549","14",
"개봉3동","15~19세","2024 년","666","655","11",
"개봉3동","15~19세","2025 년","649","635","14",
"개봉3동","20~24세","2024 년","856","843","13",
"개봉3동","20~24세","2025 년","768","740","28",
"개봉3동","25~29세","2024 년","1225","1203","22",
"개봉3동","25~29세","2025 년","1153","1132","21",
"개봉3동","30~34세","2024 년","1368","1322","46",
"개봉3동","30~34세","2025 년","1382","1350","32",
"개봉3동","35~39세","2024 년","1196","1143","53",
"개봉3동","35~39세","2025 년","1150","1092","58",
"개봉3동","40~44세","2024 년","1375","1337","38",
"개봉3동","40~44세","2025 년","1233","1186","47",
"개봉3동","45~49세","2024 년","1397","1361","36",
"개봉3동","45~49세","2025 년","1376","1341","35",
"개봉3동","50~54세","2024 년","1689","1635","54",
"개봉3동","50~54세","2025 년","1600","1550","50",
"개봉3동","55~59세","2024 년","1775","1727","48",
"개봉3동","55~59세","2025 년","1729","1671","58",
"개봉3동","60~64세","2024 년","1834","1790","44",
"개봉3동","60~64세","2025 년","1727","1687","40",
"개봉3동","65~69세","2024 년","1760","1733","27",
"개봉3동","65~69세","2025 년","1745","1716","29",
"개봉3동","70~74세","2024 년","1321","1313","8",
"개봉3동","70~74세","2025 년","1376","1368","8",
"개봉3동","75~79세","2024 년","906","903","3",
"개봉3동","75~79세","2025 년","974","971","3",
"개봉3동","80~84세","2024 년","592","592","-",
"개봉3동","80~84세","2025 년","609","609","-",
"개봉3동","85~89세","2024 년","283","283","-",
"개봉3동","85~89세","2025 년","305","305","-",
"개봉3동","90~94세","2024 년","86","86","-",
"개봉3동","90~94세","2025 년","101","101","-",
"개봉3동","95~99세","2024 년","14","14","-",
"개봉3동","95~99세","2025 년","16","16","-",
"개봉3동","100세 이상","2024 년","2","2","-",
"개봉3동","100세 이상","2025 년","1","1","-",
"오류1동","합계","2024 년","23270","22577","693",
"오류1동","합계","2025 년","23441","22660","781",
"오류1동","0~4세","2024 년","497","478","19",
"오류1동","0~4세","2025 년","469","454","15",
"오류1동","5~9세","2024 년","484","461","23",
"오류1동","5~9세","2025 년","445","419","26",
"오류1동","10~14세","2024 년","482","472","10",
"오류1동","10~14세","2025 년","473","465","8",
"오류1동","15~19세","2024 년","596","588","8",
"오류1동","15~19세","2025 년","578","567","11",
"오류1동","20~24세","2024 년","1376","1323","53",
"오류1동","20~24세","2025 년","1303","1252","51",
"오류1동","25~29세","2024 년","2674","2604","70",
"오류1동","25~29세","2025 년","2736","2634","102",
"오류1동","30~34세","2024 년","2746","2673","73",
"오류1동","30~34세","2025 년","2836","2755","81",
"오류1동","35~39세","2024 년","1943","1859","84",
"오류1동","35~39세","2025 년","2035","1940","95",
"오류1동","40~44세","2024 년","1635","1563","72",
"오류1동","40~44세","2025 년","1579","1503","76",
"오류1동","45~49세","2024 년","1441","1392","49",
"오류1동","45~49세","2025 년","1505","1433","72",
"오류1동","50~54세","2024 년","1646","1575","71",
"오류1동","50~54세","2025 년","1543","1481","62",
"오류1동","55~59세","2024 년","1544","1475","69",
"오류1동","55~59세","2025 년","1596","1514","82",
"오류1동","60~64세","2024 년","1608","1558","50",
"오류1동","60~64세","2025 년","1549","1497","52",
"오류1동","65~69세","2024 년","1565","1534","31",
"오류1동","65~69세","2025 년","1574","1539","35",
"오류1동","70~74세","2024 년","1139","1132","7",
"오류1동","70~74세","2025 년","1200","1191","9",
"오류1동","75~79세","2024 년","860","859","1",
"오류1동","75~79세","2025 년","923","922","1",
"오류1동","80~84세","2024 년","608","607","1",
"오류1동","80~84세","2025 년","630","629","1",
"오류1동","85~89세","2024 년","308","307","1",
"오류1동","85~89세","2025 년","344","343","1",
"오류1동","90~94세","2024 년","86","86","-",
"오류1동","90~94세","2025 년","103","103","-",
"오류1동","95~99세","2024 년","27","26","1",
"오류1동","95~99세","2025 년","18","18","-",
"오류1동","100세 이상","2024 년","5","5","-",
"오류1동","100세 이상","2025 년","2","1","1",
"오류2동","합계","2024 년","36714","36108","606",
"오류2동","합계","2025 년","36487","35878","609",
"오류2동","0~4세","2024 년","743","728","15",
"오류2동","0~4세","2025 년","720","706","14",
"오류2동","5~9세","2024 년","1132","1112","20",
"오류2동","5~9세","2025 년","978","960","18",
"오류2동","10~14세","2024 년","2042","2024","18",
"오류2동","10~14세","2025 년","1817","1796","21",
"오류2동","15~19세","2024 년","1790","1775","15",
"오류2동","15~19세","2025 년","1911","1889","22",
"오류2동","20~24세","2024 년","1749","1730","19",
"오류2동","20~24세","2025 년","1677","1662","15",
"오류2동","25~29세","2024 년","2201","2172","29",
"오류2동","25~29세","2025 년","2113","2082","31",
"오류2동","30~34세","2024 년","2391","2346","45",
"오류2동","30~34세","2025 년","2429","2392","37",
"오류2동","35~39세","2024 년","2021","1961","60",
"오류2동","35~39세","2025 년","2107","2042","65",
"오류2동","40~44세","2024 년","2775","2701","74",
"오류2동","40~44세","2025 년","2459","2391","68",
"오류2동","45~49세","2024 년","2937","2876","61",
"오류2동","45~49세","2025 년","2926","2850","76",
"오류2동","50~54세","2024 년","3212","3144","68",
"오류2동","50~54세","2025 년","3217","3153","64",
"오류2동","55~59세","2024 년","2859","2790","69",
"오류2동","55~59세","2025 년","2943","2874","69",
"오류2동","60~64세","2024 년","2755","2705","50",
"오류2동","60~64세","2025 년","2626","2581","45",
"오류2동","65~69세","2024 년","2637","2602","35",
"오류2동","65~69세","2025 년","2735","2699","36",
"오류2동","70~74세","2024 년","1947","1928","19",
"오류2동","70~74세","2025 년","2146","2130","16",
"오류2동","75~79세","2024 년","1668","1660","8",
"오류2동","75~79세","2025 년","1724","1714","10",
"오류2동","80~84세","2024 년","1119","1118","1",
"오류2동","80~84세","2025 년","1166","1164","2",
"오류2동","85~89세","2024 년","490","490","-",
"오류2동","85~89세","2025 년","542","542","-",
"오류2동","90~94세","2024 년","186","186","-",
"오류2동","90~94세","2025 년","193","193","-",
"오류2동","95~99세","2024 년","54","54","-",
"오류2동","95~99세","2025 년","55","55","-",
"오류2동","100세 이상","2024 년","6","6","-",
"오류2동","100세 이상","2025 년","3","3","-",
"수궁동","합계","2024 년","22873","22399","474",
"수궁동","합계","2025 년","22249","21832","417",
"수궁동","0~4세","2024 년","499","482","17",
"수궁동","0~4세","2025 년","432","419","13",
"수궁동","5~9세","2024 년","539","527","12",
"수궁동","5~9세","2025 년","491","479","12",
"수궁동","10~14세","2024 년","806","801","5",
"수궁동","10~14세","2025 년","763","754","9",
"수궁동","15~19세","2024 년","972","963","9",
"수궁동","15~19세","2025 년","919","908","11",
"수궁동","20~24세","2024 년","1108","1085","23",
"수궁동","20~24세","2025 년","1052","1034","18",
"수궁동","25~29세","2024 년","1433","1384","49",
"수궁동","25~29세","2025 년","1345","1323","22",
"수궁동","30~34세","2024 년","1621","1557","64",
"수궁동","30~34세","2025 년","1524","1483","41",
"수궁동","35~39세","2024 년","1383","1310","73",
"수궁동","35~39세","2025 년","1299","1241","58",
"수궁동","40~44세","2024 년","1581","1541","40",
"수궁동","40~44세","2025 년","1447","1403","44",
"수궁동","45~49세","2024 년","1696","1662","34",
"수궁동","45~49세","2025 년","1678","1647","31",
"수궁동","50~54세","2024 년","1948","1905","43",
"수궁동","50~54세","2025 년","1880","1829","51",
"수궁동","55~59세","2024 년","1890","1837","53",
"수궁동","55~59세","2025 년","1880","1821","59",
"수궁동","60~64세","2024 년","2082","2050","32",
"수궁동","60~64세","2025 년","1966","1942","24",
"수궁동","65~69세","2024 년","1937","1928","9",
"수궁동","65~69세","2025 년","1943","1931","12",
"수궁동","70~74세","2024 년","1333","1326","7",
"수궁동","70~74세","2025 년","1464","1456","8",
"수궁동","75~79세","2024 년","953","950","3",
"수궁동","75~79세","2025 년","1029","1027","2",
"수궁동","80~84세","2024 년","686","685","1",
"수궁동","80~84세","2025 년","705","703","2",
"수궁동","85~89세","2024 년","289","289","-",
"수궁동","85~89세","2025 년","309","309","-",
"수궁동","90~94세","2024 년","88","88","-",
"수궁동","90~94세","2025 년","102","102","-",
"수궁동","95~99세","2024 년","25","25","-",
"수궁동","95~99세","2025 년","18","18","-",
"수궁동","100세 이상","2024 년","4","4","-",
"수궁동","100세 이상","2025 년","3","3","-",
"항동","합계","2024 년","16418","16171","247",
"항동","합계","2025 년","16203","15946","257",
"항동","0~4세","2024 년","784","781","3",
"항동","0~4세","2025 년","657","656","1",
"항동","5~9세","2024 년","1433","1426","7",
"항동","5~9세","2025 년","1278","1274","4",
"항동","10~14세","2024 년","1007","1003","4",
"항동","10~14세","2025 년","1088","1085","3",
"항동","15~19세","2024 년","646","628","18",
"항동","15~19세","2025 년","723","698","25",
"항동","20~24세","2024 년","641","562","79",
"항동","20~24세","2025 년","618","519","99",
"항동","25~29세","2024 년","729","711","18",
"항동","25~29세","2025 년","724","707","17",
"항동","30~34세","2024 년","1139","1121","18",
"항동","30~34세","2025 년","1086","1074","12",
"항동","35~39세","2024 년","1640","1614","26",
"항동","35~39세","2025 년","1448","1426","22",
"항동","40~44세","2024 년","2035","2014","21",
"항동","40~44세","2025 년","1978","1960","18",
"항동","45~49세","2024 년","1371","1360","11",
"항동","45~49세","2025 년","1484","1466","18",
"항동","50~54세","2024 년","1037","1027","10",
"항동","50~54세","2025 년","1062","1055","7",
"항동","55~59세","2024 년","898","888","10",
"항동","55~59세","2025 년","882","874","8",
"항동","60~64세","2024 년","936","925","11",
"항동","60~64세","2025 년","898","886","12",
"항동","65~69세","2024 년","825","817","8",
"항동","65~69세","2025 년","871","863","8",
"항동","70~74세","2024 년","600","600","-",
"항동","70~74세","2025 년","640","640","-",
"항동","75~79세","2024 년","350","347","3",
"항동","75~79세","2025 년","399","396","3",
"항동","80~84세","2024 년","194","194","-",
"항동","80~84세","2025 년","197","197","-",
"항동","85~89세","2024 년","113","113","-",
"항동","85~89세","2025 년","116","116","-",
"항동","90~94세","2024 년","32","32","-",
"항동","90~94세","2025 년","40","40","-",
"항동","95~99세","2024 년","7","7","-",
"항동","95~99세","2025 년","12","12","-",
"항동","100세 이상","2024 년","1","1","-",
"항동","100세 이상","2025 년","2","2","-",
"금천구","합계","2024 년","239070","225159","13911",
"금천구","합계","2025 년","237562","223290","14272",
"금천구","0~4세","2024 년","4443","4099","344",
"금천구","0~4세","2025 년","4192","3928","264",
"금천구","5~9세","2024 년","5376","4927","449",
"금천구","5~9세","2025 년","4820","4393","427",
"금천구","10~14세","2024 년","6174","5885","289",
"금천구","10~14세","2025 년","5947","5650","297",
"금천구","15~19세","2024 년","6774","6540","234",
"금천구","15~19세","2025 년","6667","6394","273",
"금천구","20~24세","2024 년","11205","10779","426",
"금천구","20~24세","2025 년","10221","9691","530",
"금천구","25~29세","2024 년","23529","22791","738",
"금천구","25~29세","2025 년","22874","22024","850",
"금천구","30~34세","2024 년","24023","23016","1007",
"금천구","30~34세","2025 년","24900","23914","986",
"금천구","35~39세","2024 년","16949","15502","1447",
"금천구","35~39세","2025 년","17285","15804","1481",
"금천구","40~44세","2024 년","15914","14607","1307",
"금천구","40~44세","2025 년","15451","14063","1388",
"금천구","45~49세","2024 년","15021","13728","1293",
"금천구","45~49세","2025 년","14845","13564","1281",
"금천구","50~54세","2024 년","19458","17575","1883",
"금천구","50~54세","2025 년","18191","16429","1762",
"금천구","55~59세","2024 년","21095","18826","2269",
"금천구","55~59세","2025 년","20821","18618","2203",
"금천구","60~64세","2024 년","21158","19847","1311",
"금천구","60~64세","2025 년","20690","19257","1433",
"금천구","65~69세","2024 년","17602","17033","569",
"금천구","65~69세","2025 년","18418","17734","684",
"금천구","70~74세","2024 년","11744","11508","236",
"금천구","70~74세","2025 년","12634","12357","277",
"금천구","75~79세","2024 년","8707","8644","63",
"금천구","75~79세","2025 년","9176","9093","83",
"금천구","80~84세","2024 년","5910","5890","20",
"금천구","80~84세","2025 년","6131","6110","21",
"금천구","85~89세","2024 년","2871","2860","11",
"금천구","85~89세","2025 년","3038","3023","15",
"금천구","90~94세","2024 년","909","899","10",
"금천구","90~94세","2025 년","1029","1018","11",
"금천구","95~99세","2024 년","170","168","2",
"금천구","95~99세","2025 년","201","199","2",
"금천구","100세 이상","2024 년","38","35","3",
"금천구","100세 이상","2025 년","31","27","4",
"가산동","합계","2024 년","27368","24875","2493",
"가산동","합계","2025 년","27870","25373","2497",
"가산동","0~4세","2024 년","333","293","40",
"가산동","0~4세","2025 년","337","307","30",
"가산동","5~9세","2024 년","285","238","47",
"가산동","5~9세","2025 년","267","224","43",
"가산동","10~14세","2024 년","276","237","39",
"가산동","10~14세","2025 년","262","232","30",
"가산동","15~19세","2024 년","392","347","45",
"가산동","15~19세","2025 년","345","302","43",
"가산동","20~24세","2024 년","1658","1531","127",
"가산동","20~24세","2025 년","1502","1377","125",
"가산동","25~29세","2024 년","5517","5310","207",
"가산동","25~29세","2025 년","5425","5199","226",
"가산동","30~34세","2024 년","4819","4595","224",
"가산동","30~34세","2025 년","5244","5002","242",
